danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
0.508,0.387,0,-15.625,1,0.0326,0.079,0.384,0.0674,0.0732,156.026,495893,3,28.43831,23,0
0.392,0.0274,9,-23.101,0,0.0335,0.964,0.907,0.109,0.307,138.695,284867,4,39.19639,14,0
0.831,0.577,9,-13.311,0,0.233,0.651,0.0,0.102,0.638,93.065,253493,4,37.61069,9,0
0.704,0.614,1,-7.327,0,0.337,0.00264,4.62e-06,0.632,0.445,168.13,207868,4,25.10992,10,0
0.81,0.695,5,-12.172,1,0.0755,0.00137,0.0142,0.0914,0.603,108.948,229107,4,16.11892,10,1
0.549,0.804,7,-6.115,1,0.366,0.103,0.0,0.18,0.707,190.479,201960,4,43.58976,10,1
0.602,0.821,2,-8.844,1,0.0332,0.191,0.0,0.265,0.493,126.085,251693,4,30.70064,10,1
0.664,0.726,7,-10.216,1,0.0686,0.518,0.0,0.221,0.721,100.188,176160,4,84.05654,6,0
0.154,0.0998,0,-22.822,1,0.0383,0.0057,0.936,0.301,0.0356,106.386,154267,3,28.53311,8,0
0.499,0.154,7,-18.226,0,0.0536,0.931,0.923,0.0961,0.153,62.36,102267,4,20.1827,5,0
0.519,0.0827,2,-17.542,0,0.0384,0.983,0.0,0.157,0.327,96.148,109800,4,22.83604,6,0
0.478,0.292,7,-11.009,1,0.0319,0.443,6.42e-05,0.15,0.2,140.464,303400,4,79.05068,11,0
0.68,0.46,8,-11.511,1,0.0339,0.0634,0.00336,0.185,0.16,140.048,260360,4,53.22793,12,0
0.538,0.763,5,-5.238,1,0.0264,0.0742,3.54e-06,0.116,0.384,100.837,265307,4,26.87962,15,1
0.662,0.605,1,-9.475,1,0.0566,0.0552,0.0,0.418,0.545,151.946,289467,4,25.58873,14,1
0.597,0.616,7,-5.863,1,0.0271,0.333,0.0662,0.0649,0.288,114.774,268840,4,26.81033,12,1
0.628,0.672,9,-8.59,0,0.112,0.45,0.241,0.292,0.631,108.684,273240,4,82.08384,12,0
0.732,0.322,2,-12.7,1,0.0412,0.875,0.000216,0.162,0.913,98.511,154267,4,22.80868,9,0
0.736,0.854,0,-7.878,1,0.0629,0.677,0.789,0.113,0.87,138.493,161707,4,34.75987,9,0
0.499,0.594,9,-6.328,0,0.0255,0.00866,0.056,0.107,0.171,78.995,295067,4,39.48497,13,1
0.387,0.0407,4,-33.677,0,0.23,0.68,0.277,0.0492,0.0391,103.624,650453,5,36.02608,30,0
0.755,0.621,9,-7.384,1,0.394,0.00965,0.0,0.0927,0.621,99.453,213034,4,52.54126,6,1
0.511,0.402,4,-10.695,0,0.219,0.702,0.00014,0.11,0.503,83.339,286800,4,48.19845,12,1
0.286,0.046,10,-24.057,1,0.0375,0.99,0.926,0.202,0.0923,139.633,532000,4,35.79469,28,0
0.642,0.563,5,-4.652,0,0.0544,0.0334,0.203,0.181,0.409,81.969,241493,4,33.94619,13,0
0.255,0.915,1,-7.261,1,0.0694,2.9e-05,0.578,0.0594,0.491,152.437,173893,3,52.20081,10,0
0.534,0.511,2,-18.184,1,0.912,0.743,0.0,0.971,0.677,71.72,154373,3,70.67013,6,0
0.575,0.202,9,-11.926,0,0.0317,0.896,0.00528,0.139,0.284,149.509,243867,4,38.19444,11,0
0.335,0.541,4,-6.623,0,0.0298,0.0131,0.000972,0.557,0.298,94.375,239307,4,32.41533,13,0
0.768,0.864,11,-6.145,1,0.0324,0.101,0.0,0.162,0.891,110.008,173027,4,21.90717,10,1
0.775,0.759,10,-9.836,0,0.0735,0.137,2.32e-06,0.0611,0.958,99.591,256333,4,52.7037,9,1
0.224,0.406,2,-9.04,1,0.0374,0.694,0.859,0.123,0.0474,72.486,395040,4,88.12241,13,0
0.581,0.88,4,-7.794,0,0.0953,0.302,0.0,0.565,0.505,119.04,307107,4,38.28358,14,1
0.758,0.177,9,-15.681,1,0.0468,0.866,0.712,0.124,0.588,115.372,180040,3,41.01378,7,0
0.518,0.974,9,-4.337,1,0.0463,0.227,2.31e-05,0.374,0.945,113.232,161239,4,63.13682,7,0
0.7,0.455,9,-13.607,0,0.0597,0.0896,0.9,0.0762,0.671,114.779,343800,4,51.15315,16,0
0.889,0.608,11,-9.396,1,0.287,0.00134,0.0,0.0852,0.569,104.005,240107,4,28.48796,14,1
0.707,0.427,5,-12.216,0,0.0701,0.339,0.0,0.105,0.542,88.08,284693,4,88.69317,10,1
0.728,0.613,7,-12.704,1,0.0369,0.093,0.00419,0.0448,0.521,114.926,276893,4,26.3154,12,1
0.785,0.688,9,-7.348,0,0.0385,0.019,0.3,0.136,0.835,132.279,241693,4,29.88705,12,1
0.404,0.405,7,-8.137,1,0.0295,0.747,0.0,0.0927,0.386,110.71,232160,3,23.22871,10,1
0.658,0.711,2,-7.424,0,0.0425,0.0759,1.77e-05,0.0446,0.614,172.365,284587,4,32.8627,15,1
0.729,0.881,5,-5.024,0,0.0283,0.0231,0.0,0.0872,0.963,118.58,182267,4,37.36641,10,1
0.834,0.871,10,-6.972,0,0.0821,0.15,0.0721,0.287,0.835,110.294,225840,4,34.48771,9,1
0.352,0.698,7,-6.278,1,0.0303,0.0353,0.0,0.113,0.256,142.57,318533,4,24.03764,12,1
0.878,0.295,2,-16.429,1,0.332,0.525,1.89e-06,0.369,0.668,126.891,142267,4,25.53055,7,0
0.338,0.974,4,-7.43,1,0.14,0.000126,0.000302,0.144,0.398,139.605,251000,4,29.27072,12,0
0.829,0.684,6,-8.058,1,0.151,0.203,0.00202,0.374,0.765,95.29,288667,4,70.66386,12,1
0.577,0.823,8,-6.15,1,0.0483,0.000786,0.00846,0.564,0.53,135.046,303267,4,44.85173,16,0
0.734,0.864,2,-6.119,1,0.303,0.022,9.94e-06,0.246,0.47,105.933,231493,4,18.31781,11,1
0.745,0.898,7,-8.882,1,0.0448,0.275,0.0476,0.342,0.943,110.944,359707,4,23.20869,16,0
0.54,0.222,0,-15.177,1,0.0458,0.874,0.185,0.112,0.499,151.027,149493,3,48.41644,6,0
0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907,4,65.30216,8,1
0.637,0.809,9,-9.68,1,0.0918,0.0324,0.0,0.155,0.777,94.973,111533,4,20.48722,6,0
0.519,0.517,1,-7.531,1,0.0286,0.0537,0.0,0.0928,0.344,141.808,261827,4,23.65975,12,1
0.607,0.735,11,-6.725,1,0.0295,0.0116,1.48e-05,0.191,0.536,115.339,273333,4,67.5258,12,1
0.349,0.986,11,-3.241,1,0.0702,3.67e-05,8.58e-05,0.124,0.236,165.513,223387,4,35.43953,14,0
0.77,0.518,1,-7.594,1,0.0351,0.00416,0.000429,0.285,0.65,94.774,287440,4,17.36199,12,1
0.67,0.558,2,-9.159,1,0.0251,0.238,0.0,0.106,0.63,80.511,173493,4,41.44192,8,1
0.672,0.724,1,-13.156,0,0.124,0.567,0.11,0.0994,0.676,133.002,169013,4,30.21007,8,0
0.873,0.591,7,-8.942,1,0.102,0.0788,0.0071,0.104,0.496,123.091,301200,4,18.83799,15,1
0.765,0.831,7,-6.522,1,0.0565,0.0894,0.0,0.393,0.809,100.026,293106,4,54.37709,9,1
0.505,0.585,7,-9.412,1,0.0289,0.0821,2.57e-06,0.161,0.47,128.051,371173,4,45.61179,14,1
0.61,0.945,7,-4.199,1,0.0322,0.0299,0.0229,0.167,0.918,125.969,286800,4,26.05032,12,1
0.41,0.663,6,-9.006,1,0.0274,0.0042,0.00277,0.136,0.794,173.878,223693,4,36.57576,12,1
0.355,0.219,2,-18.043,1,0.0396,0.738,0.0917,0.114,0.0735,102.976,566360,4,60.24332,19,0
0.771,0.597,8,-8.696,1,0.0347,0.284,7.09e-05,0.0548,0.875,119.972,228307,4,49.65707,8,1
0.723,0.673,0,-11.564,1,0.0357,0.00437,0.537,0.25,0.64,122.952,437600,4,32.99187,13,0
0.758,0.896,9,-3.311,1,0.0501,0.173,3.18e-05,0.136,0.797,94.911,207027,4,28.05165,9,1
0.698,0.48,7,-7.932,1,0.0392,0.378,0.0,0.123,0.345,125.343,270893,4,80.15006,13,1
0.683,0.635,2,-9.027,1,0.0323,0.00158,0.0,0.191,0.338,110.926,184160,4,28.59406,8,1
0.568,0.505,2,-6.61,1,0.0236,0.459,1.36e-05,0.119,0.336,76.938,201773,4,37.34347,9,1
0.656,0.746,8,-5.379,1,0.0325,0.237,0.0,0.0214,0.96,140.865,159667,4,41.27467,7,1
0.841,0.856,1,-8.324,1,0.0637,0.0138,0.000456,0.0401,0.649,124.386,335773,4,17.33725,19,1
0.726,0.667,8,-7.576,1,0.058,0.136,0.858,0.0768,0.584,127.004,246013,4,24.77836,11,1
0.651,0.753,7,-9.143,1,0.0456,0.216,0.000119,0.105,0.915,87.052,245133,4,49.91133,10,1
0.863,0.543,6,-13.497,1,0.13,0.0507,0.0,0.241,0.799,106.929,213267,4,19.88376,12,1
0.592,0.692,1,-11.904,0,0.0367,0.874,0.917,0.251,0.513,73.454,153120,4,104.62649,4,0
0.652,0.498,11,-6.201,1,0.0416,0.517,0.0,0.149,0.321,120.144,324280,4,31.42237,13,1
0.567,0.983,5,-5.01,0,0.0427,0.0081,1.21e-05,0.107,0.717,135.041,204733,4,29.50152,11,1
0.459,0.445,11,-8.756,1,0.0299,0.836,0.0,0.394,0.438,101.669,215813,4,58.94517,8,0
0.534,0.415,1,-11.781,0,0.0278,0.314,0.000365,0.0847,0.188,173.561,411147,4,22.85444,25,1
0.382,0.492,3,-12.177,1,0.0373,0.995,0.902,0.0729,0.68,164.309,190733,4,55.06003,8,0
0.477,0.0055,0,-33.608,1,0.0513,0.981,0.93,0.103,0.406,57.681,228493,4,17.22839,12,0
0.762,0.646,10,-8.69,0,0.092,0.0105,2.14e-06,0.0406,0.819,95.992,330080,4,48.30517,19,1
0.705,0.673,6,-8.347,1,0.0502,0.137,0.0,0.423,0.814,103.809,249200,4,22.89611,13,1
0.545,0.812,9,-5.672,1,0.0609,0.028,0.00111,0.0749,0.785,159.69,245701,4,53.10005,10,1
0.737,0.804,1,-4.59,0,0.0297,0.188,5.43e-06,0.0347,0.966,117.105,172533,4,29.06733,8,1
0.709,0.804,11,-9.903,0,0.069,0.00469,0.125,0.243,0.593,109.975,317600,4,18.24932,14,1
0.587,0.699,2,-10.196,0,0.0362,0.988,0.881,0.331,0.759,108.106,260039,4,24.47405,12,0
0.25,0.221,0,-18.137,1,0.0471,0.878,0.199,0.227,0.157,179.142,181400,3,31.34471,11,0
0.706,0.727,5,-8.06,1,0.0317,0.0698,5.31e-06,0.115,0.903,92.938,231093,4,38.56934,10,1
0.688,0.589,1,-9.653,0,0.0316,0.956,0.908,0.114,0.391,118.002,246707,4,37.37274,11,0
0.349,0.925,9,-6.767,0,0.157,6.02e-05,0.000312,0.0577,0.282,138.946,271307,5,98.71758,8,0
0.521,0.765,0,-14.367,1,0.0912,0.0027,0.0419,0.33,0.0924,135.025,235360,4,21.83266,9,1
0.571,0.604,0,-14.474,1,0.051,0.000279,0.593,0.0557,0.799,150.019,378187,4,39.44303,19,1
0.33,0.879,9,-6.39,1,0.0794,0.00111,0.0773,0.966,0.396,87.506,430520,4,49.0377,16,0
0.539,0.937,10,-5.74,0,0.0448,0.000236,0.0574,0.0915,0.492,114.86,230693,4,66.63641,8,0
0.595,0.927,0,-4.643,1,0.035,0.00511,0.0,0.164,0.905,126.779,228733,4,43.68496,11,1
0.377,0.65,2,-5.902,1,0.029,0.00174,5.75e-05,0.107,0.365,180.074,192467,4,51.05069,7,0
0.856,0.963,4,-8.084,1,0.0587,0.00101,0.0259,0.492,0.964,136.533,253333,4,53.55102,13,1
0.753,0.488,10,-8.259,0,0.0247,0.769,0.0,0.0851,0.607,97.943,258893,4,41.11598,14,1
0.695,0.74,1,-6.878,1,0.0751,0.0376,0.000838,0.535,0.752,122.427,156907,4,39.08103,6,0
0.8,0.637,11,-9.448,1,0.0793,0.308,3.55e-06,0.105,0.72,117.996,146973,4,28.3425,8,0
0.397,0.947,4,-5.526,1,0.0494,0.00055,2.84e-05,0.34,0.757,149.823,127933,4,22.44552,6,0
0.731,0.505,5,-11.334,1,0.0262,0.212,0.0,0.0409,0.396,99.99,362467,4,20.78645,19,1
0.757,0.68,1,-8.857,1,0.0338,0.0039,0.0,0.0742,0.83,97.381,315600,4,32.76371,10,1
0.619,0.527,5,-9.376,0,0.0628,0.0692,0.0,0.333,0.242,124.356,295600,4,31.95058,11,1
0.713,0.189,2,-14.503,0,0.0404,0.965,0.928,0.175,0.33,121.569,179960,4,37.58916,11,0
0.362,0.839,8,-4.956,1,0.0648,0.00902,0.0,0.24,0.473,147.042,207720,4,31.11862,9,0
0.789,0.904,8,-8.386,1,0.15,0.0377,0.00128,0.0861,0.817,115.719,241547,4,40.70744,12,1
0.101,0.554,11,-25.321,0,0.412,0.991,0.982,0.464,0.0253,73.414,599573,4,21.94409,27,0
0.211,0.699,1,-20.863,1,0.117,0.843,0.926,0.111,0.0339,75.394,383267,4,39.05675,15,0
0.497,0.532,0,-10.512,1,0.0401,0.995,0.913,0.242,0.882,126.951,169827,4,83.85811,6,0
0.528,0.919,9,-7.005,1,0.0761,0.000446,0.00201,0.339,0.514,159.197,251160,4,21.72976,11,1
0.615,0.964,6,-2.588,0,0.0764,0.224,0.0,0.947,0.871,155.017,193147,4,27.38844,11,0
0.414,0.945,9,-4.66,1,0.0897,0.000333,0.479,0.314,0.565,145.014,396067,4,25.02679,18,0
0.739,0.951,1,-8.863,1,0.0496,0.139,0.0062,0.462,0.551,103.171,350000,4,26.55266,12,1
0.673,0.466,3,-8.735,1,0.0458,0.205,0.000192,0.262,0.981,130.35,159013,4,90.54092,6,0
0.507,0.934,11,-8.888,0,0.0553,3.52e-05,0.0253,0.161,0.417,108.345,269053,4,29.86717,16,1
0.869,0.776,1,-6.918,0,0.225,0.175,1.08e-06,0.165,0.771,96.905,356840,4,56.39736,15,1
0.293,0.926,10,-6.56,1,0.149,0.000272,4.32e-06,0.321,0.243,88.664,236000,3,30.59894,9,0
0.539,0.826,7,-8.037,1,0.0276,0.00224,0.0451,0.0832,0.669,134.718,233400,4,26.227,9,1
0.51,0.915,4,-3.036,1,0.0562,0.00884,1.75e-05,0.205,0.459,123.257,319227,4,54.06016,13,1
0.627,0.814,5,-5.863,0,0.304,0.256,1.15e-06,0.285,0.799,90.42,300667,4,20.37515,12,1
0.0665,0.814,11,-6.232,0,0.0878,3.14e-06,0.911,0.237,0.0607,186.535,135733,4,41.75301,5,0
0.248,0.298,0,-15.661,0,0.0395,0.957,0.9,0.0943,0.157,97.853,442000,4,65.93329,18,0
0.562,0.298,0,-12.215,1,0.0405,0.943,0.628,0.239,0.672,104.744,141133,4,38.88579,8,0
0.288,0.0481,2,-20.447,1,0.0346,0.986,0.954,0.0849,0.0559,133.836,166667,4,55.61422,7,0
0.561,0.51,8,-12.175,1,0.0258,0.186,0.0575,0.0674,0.719,94.079,298427,4,33.20494,16,1
0.708,0.564,5,-9.322,1,0.0266,0.182,0.00015,0.11,0.771,109.491,259693,4,78.47097,10,1
0.476,0.988,2,-6.354,1,0.0767,0.00408,0.586,0.435,0.128,145.004,304987,4,27.54898,15,0
0.51,0.808,6,-8.649,0,0.0475,0.0281,0.0,0.295,0.738,170.037,330307,4,19.54014,13,1
0.613,0.355,6,-8.218,1,0.0247,0.567,0.0,0.0909,0.129,135.622,197667,4,43.2707,7,1
0.61,0.68,4,-7.563,1,0.0437,0.297,0.0,0.677,0.774,136.054,218613,4,22.0056,6,1
0.638,0.836,2,-3.944,1,0.275,0.0506,0.0,0.432,0.849,79.878,302333,4,62.14646,12,0
0.866,0.192,4,-16.407,0,0.428,0.79,0.0,0.438,0.821,115.241,285493,4,19.93592,16,0
0.444,0.965,3,-8.205,0,0.0547,0.285,0.0,0.973,0.575,200.177,195293,4,32.27844,11,0
0.443,0.155,2,-12.742,1,0.0325,0.893,4.33e-05,0.262,0.275,70.983,294333,4,42.74241,11,0
0.186,0.111,0,-25.215,0,0.046,0.0753,0.052,0.3,0.0308,103.241,989680,3,53.56804,33,0
0.375,0.927,8,-7.832,0,0.0789,0.00344,2.89e-05,0.129,0.232,115.406,420573,4,29.62997,17,0
0.654,0.854,2,-7.739,0,0.0376,0.0259,0.14,0.201,0.514,126.995,226107,4,60.39963,9,0
0.647,0.417,7,-10.421,1,0.0565,0.554,5.48e-05,0.114,0.539,85.511,242788,4,43.98371,10,0
0.221,0.97,8,-6.884,0,0.0966,9.33e-06,0.861,0.708,0.167,154.17,209413,4,69.48582,6,0
0.425,0.934,0,-4.072,1,0.0468,0.00167,0.000245,0.209,0.606,138.229,215880,4,18.04686,10,0
0.837,0.388,9,-13.319,0,0.28,0.177,0.0,0.157,0.489,139.997,247080,4,54.24108,9,1
0.368,0.547,4,-9.092,0,0.0587,0.402,0.00535,0.129,0.614,134.014,191560,4,22.36184,9,0
0.342,0.65,9,-9.265,0,0.0346,0.115,0.188,0.163,0.302,92.642,312537,4,35.88714,14,0
0.481,0.523,0,-6.518,1,0.029,0.566,2.72e-05,0.105,0.227,103.643,302333,3,30.94543,14,1
0.366,0.536,11,-13.058,0,0.0471,0.72,0.561,0.0932,0.281,112.367,424133,4,29.66314,21,0
0.644,0.785,4,-6.118,1,0.0294,0.0281,1.19e-06,0.0996,0.628,127.9,212360,4,31.19764,12,1
0.199,0.995,7,-7.42,1,0.124,0.00468,0.927,0.295,0.0376,94.183,343600,4,80.50199,10,0
0.488,0.425,10,-9.407,1,0.0262,0.333,0.0,0.104,0.233,165.06,251200,3,50.58709,12,1
0.535,0.702,2,-9.804,0,0.0294,0.0888,8.54e-06,0.302,0.483,93.083,326107,4,31.14497,13,1
0.789,0.352,10,-14.022,1,0.143,0.224,0.00147,0.0536,0.431,87.894,266107,4,62.95125,11,1
0.684,0.687,0,-6.393,1,0.0228,0.0631,1.29e-05,0.0601,0.752,91.201,286720,4,21.36092,14,1
0.365,0.863,2,-7.32,0,0.0704,0.00151,0.000301,0.334,0.0674,100.177,199200,4,30.70657,8,0
0.733,0.322,8,-13.577,1,0.0605,0.952,0.0237,0.288,0.889,153.435,179533,4,17.76803,10,0
0.651,0.525,5,-6.932,1,0.0401,0.753,0.00195,0.305,0.818,122.22,171053,4,52.9398,9,0
0.722,0.661,2,-8.236,1,0.0844,0.151,0.0,0.233,0.643,126.007,228867,4,31.62688,12,1
0.375,0.507,7,-13.372,1,0.0414,0.678,0.00139,0.26,0.475,138.216,250507,4,44.7017,8,1
0.476,0.584,10,-12.357,1,0.038,0.119,0.0,0.274,0.417,88.026,255467,4,72.11918,8,1
0.443,0.18,7,-20.968,0,0.0574,0.97,0.748,0.0853,0.166,81.642,214000,4,39.85116,10,0
0.608,0.494,4,-12.211,0,0.0345,0.778,0.0,0.0926,0.879,112.421,160520,4,30.84951,9,1
0.728,0.618,7,-7.197,1,0.0368,0.708,0.000492,0.0715,0.91,97.278,190497,1,95.42473,6,0
0.635,0.579,4,-8.292,1,0.0422,0.256,0.0,0.082,0.784,118.956,177453,4,24.71004,12,0
0.654,0.924,2,-7.44,1,0.0969,0.00309,0.00231,0.316,0.506,101.154,216107,4,20.31071,13,1
0.699,0.722,5,-6.532,1,0.0735,0.158,0.000452,0.0523,0.673,197.562,252360,4,28.5646,12,1
0.604,0.493,7,-11.134,1,0.0387,0.159,1.94e-06,0.719,0.408,139.678,312693,4,30.69954,15,1
0.756,0.422,11,-12.967,0,0.0292,0.0165,0.00183,0.0368,0.487,112.751,304133,4,83.52186,9,1
0.288,0.95,2,-9.896,1,0.0778,6.24e-05,0.00765,0.0497,0.413,92.711,66107,3,24.70385,5,0
0.268,0.459,7,-6.948,0,0.0346,0.378,0.0,0.119,0.172,64.223,179200,4,25.08091,6,1
0.701,0.515,4,-7.899,0,0.0326,0.23,0.0,0.262,0.232,120.202,330720,4,49.13492,13,1
0.187,0.0948,10,-26.696,0,0.0406,0.957,0.643,0.131,0.0788,111.36,759333,4,30.11248,40,0
0.506,0.893,6,-8.376,0,0.935,0.798,0.0,0.96,0.152,57.082,208733,4,46.49501,6,1
0.671,0.128,5,-19.1,1,0.0442,0.975,0.000276,0.121,0.485,104.893,185992,4,65.26465,9,0
0.441,0.538,9,-8.597,1,0.0253,0.241,0.0,0.105,0.302,151.82,238267,4,33.07167,14,1
0.868,0.646,1,-4.674,0,0.288,0.303,0.0,0.284,0.67,88.641,304600,4,46.92651,13,1
0.363,0.528,5,-10.08,1,0.0305,0.0661,0.0,0.334,0.317,182.21,252867,4,26.74455,10,1
0.859,0.905,0,-5.539,0,0.129,0.205,0.00825,0.322,0.73,89.945,284160,4,24.21461,15,1
0.16,0.843,4,-7.092,1,0.0603,0.0481,0.0189,0.108,0.217,188.4,267733,4,60.3071,11,0
0.253,0.996,0,-3.932,1,0.173,0.0068,0.0,0.113,0.345,150.675,148067,4,69.57829,7,0
0.767,0.479,11,-13.342,1,0.253,0.0621,0.0,0.0531,0.833,81.427,237493,4,25.21454,7,1
0.527,0.461,11,-7.57,1,0.0252,0.687,0.0,0.187,0.261,107.836,339760,4,42.08867,10,1
0.355,0.191,10,-14.856,1,0.047,0.945,0.0,0.371,0.594,88.886,170667,3,29.02662,9,0
0.524,0.308,9,-13.957,1,0.0381,0.831,0.955,0.299,0.88,184.439,186373,4,26.46139,10,0
0.455,0.29,0,-11.473,1,0.0288,0.0614,0.00225,0.101,0.169,88.523,302907,4,23.63308,13,0
0.705,0.439,6,-10.246,1,0.0263,0.378,1.75e-05,0.0654,0.65,112.397,258893,4,31.15919,13,1
0.555,0.86,2,-5.965,0,0.038,0.0386,0.0,0.325,0.468,108.594,361307,4,53.2698,15,1
0.232,0.978,4,-5.766,0,0.0836,3.5e-05,0.00395,0.321,0.578,163.712,185360,4,40.38843,7,0
0.744,0.56,10,-10.408,0,0.0383,0.00265,0.333,0.0817,0.457,95.005,258960,4,31.32256,9,1
0.745,0.771,4,-8.231,0,0.0755,0.00104,0.387,0.0574,0.752,95.623,230187,4,31.17928,10,1
0.605,0.937,2,-7.841,1,0.0621,0.1,0.0,0.354,0.617,126.978,236933,4,28.61462,9,1
0.431,0.443,8,-15.63,1,0.0767,0.127,0.0,0.0984,0.54,101.979,255400,4,73.0179,7,0
0.52,0.652,5,-6.655,1,0.0274,0.34,5.49e-05,0.256,0.722,80.609,258787,4,24.74831,12,1
0.626,0.735,2,-8.475,1,0.093,0.349,1.78e-05,0.0877,0.477,99.701,244267,4,34.5744,8,1
0.665,0.991,7,-6.725,1,0.256,0.0117,0.00392,0.339,0.0676,152.596,413880,4,38.97526,18,1
0.366,0.00363,1,-36.759,1,0.035,0.993,0.922,0.137,0.0852,69.378,254000,3,38.03979,12,0
0.532,0.405,1,-11.516,1,0.0345,0.263,1.87e-05,0.309,0.337,158.772,231760,3,23.59273,12,1
0.91,0.681,1,-9.639,0,0.153,0.288,0.00477,0.372,0.7,115.186,214307,4,30.04734,11,1
0.317,0.421,8,-5.912,1,0.0332,0.862,0.000223,0.268,0.214,152.579,151032,4,61.44936,7,0
0.55,0.653,5,-14.199,1,0.0361,0.0231,0.802,0.158,0.306,122.142,317200,4,38.10091,13,0
0.699,0.477,2,-9.339,1,0.031,0.291,0.0,0.164,0.83,118.382,185427,4,22.02614,8,1
0.588,0.149,7,-16.728,0,0.0319,0.846,9.65e-05,0.236,0.113,124.689,332960,4,32.46955,14,1
0.847,0.402,7,-9.952,1,0.0641,0.0118,0.0,0.283,0.752,99.693,259440,4,22.96498,12,1
0.555,0.698,0,-8.874,1,0.0287,0.403,0.0,0.0851,0.816,168.12,277267,4,47.98965,11,1
0.685,0.49,10,-11.041,1,0.0562,0.447,0.00657,0.107,0.446,104.086,248720,4,51.61301,9,0
0.603,0.417,10,-9.408,0,0.0273,0.282,0.000183,0.0651,0.172,107.72,288507,4,21.93126,13,1
0.758,0.679,0,-6.646,1,0.0412,0.596,8.88e-06,0.131,0.85,86.923,254560,4,35.07496,11,0
0.77,0.475,7,-9.512,1,0.159,0.0557,4.81e-06,0.0607,0.474,82.511,261573,4,26.35996,11,1
0.577,0.764,2,-9.617,1,0.0327,0.0688,0.0,0.552,0.732,94.382,262600,4,19.96929,12,1
0.734,0.462,2,-11.43,0,0.0338,0.75,0.513,0.0977,0.516,130.899,389360,4,49.21942,16,0
0.66,0.843,8,-5.713,1,0.0305,0.236,1.03e-06,0.149,0.566,93.01,276400,4,43.57898,11,1
0.566,0.918,0,-5.573,0,0.0448,0.000288,0.00077,0.249,0.22,128.893,215400,4,30.0968,10,1
0.438,0.905,9,-6.161,1,0.0419,9.44e-06,5.4e-05,0.363,0.723,134.163,162667,4,33.35389,8,1
0.312,0.966,7,-6.162,1,0.19,4.53e-05,0.922,0.142,0.338,106.613,239733,4,55.86024,11,0
0.734,0.389,9,-13.423,0,0.0242,0.438,0.186,0.0358,0.338,99.806,318907,4,31.61346,15,0
0.33,0.433,0,-12.798,0,0.042,0.677,0.0,0.164,0.485,109.864,251667,4,25.5583,10,0
0.613,0.798,5,-7.685,0,0.0294,0.000299,0.637,0.213,0.783,114.072,201707,4,33.9917,11,0
0.261,0.539,0,-11.215,1,0.0378,0.221,0.848,0.11,0.176,53.765,117053,4,43.41183,6,0
0.669,0.931,11,-7.161,0,0.0488,0.000573,0.56,0.106,0.829,102.079,223227,4,29.63239,9,1
0.568,0.753,9,-7.77,1,0.0385,0.00171,0.0332,0.142,0.923,77.508,240107,4,33.02219,12,0
0.724,0.779,9,-10.036,1,0.037,0.102,0.00152,0.129,0.93,123.934,218133,4,45.06566,10,1
0.44,0.252,2,-12.3,0,0.0309,0.801,0.937,0.157,0.113,127.474,236427,4,60.97042,10,0
0.635,0.614,7,-7.165,1,0.197,0.0179,0.000201,0.415,0.736,174.213,286400,4,25.23236,15,1
0.631,0.749,7,-8.15,1,0.0576,0.205,5.21e-06,0.0667,0.437,89.646,247627,4,66.23473,10,1
0.488,0.32,7,-20.888,1,0.903,0.743,0.0,0.687,0.566,83.548,343800,3,30.47538,14,0
0.395,0.734,1,-8.629,0,0.0294,0.000387,0.000178,0.181,0.86,192.073,119893,4,45.37927,5,0
0.569,0.151,2,-21.667,0,0.0414,0.754,0.884,0.138,0.238,143.936,168560,4,27.40753,8,0
0.294,0.857,2,-10.764,1,0.0778,0.0658,0.000192,0.285,0.283,101.747,316733,4,33.83255,15,0
0.408,0.749,0,-6.057,1,0.0371,0.000179,5.54e-05,0.131,0.14,98.125,342587,4,22.37127,15,0
0.661,0.619,8,-9.728,1,0.0301,0.0943,0.0304,0.0907,0.271,142.941,272040,4,78.6685,9,0
0.512,0.402,0,-15.562,1,0.0334,0.123,0.878,0.0942,0.552,145.116,193853,4,27.12642,6,0
0.888,0.584,7,-13.308,1,0.112,0.0389,3.25e-06,0.0625,0.762,104.704,334440,4,36.29762,16,1
0.477,0.366,5,-17.751,0,0.0347,0.492,0.0153,0.0813,0.56,140.619,180240,4,42.07698,9,0
0.767,0.537,9,-9.065,0,0.0299,0.608,1.85e-05,0.122,0.337,117.222,163200,4,33.97655,8,0
0.711,0.667,4,-5.75,1,0.0258,0.218,0.0,0.354,0.777,113.655,192267,4,47.53407,9,1
0.495,0.285,7,-14.544,1,0.114,0.843,3.12e-05,0.0356,0.526,168.878,117627,4,85.27004,4,0
0.373,0.989,1,-1.555,0,0.109,0.0142,0.876,0.0576,0.0781,104.617,114667,4,37.08309,8,0
0.698,0.611,7,-8.079,1,0.0771,0.353,0.0,0.198,0.928,135.913,138773,4,21.74876,7,0
0.59,0.71,8,-11.765,1,0.0358,0.0218,0.203,0.0724,0.783,119.93,305707,4,20.36419,14,1
0.577,0.462,2,-7.989,1,0.0279,0.128,0.0,0.0822,0.258,128.303,266973,4,43.73251,11,1
