danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87e-06,0.0795,0.88,84.858,230493,4,31.50158,13,1
0.154,0.573,10,-11.804,1,0.0783,0.000201,0.303,0.208,0.0967,83.268,314973,4,27.63585,13,0
0.666,0.886,7,-7.695,1,0.0314,0.000338,0.488,0.601,0.854,125.023,338747,4,23.46252,15,0
0.624,0.653,8,-6.582,0,0.176,0.575,0.0,0.104,0.565,73.884,288333,4,24.66474,14,1
0.357,0.302,8,-7.191,1,0.0362,0.869,0.0,0.157,0.376,122.622,193800,4,41.11284,8,1
0.522,0.792,0,-3.795,1,0.0298,0.182,3.6e-06,0.105,0.289,132.998,236173,4,32.31349,10,1
0.228,0.474,0,-17.684,1,0.0577,0.767,0.885,0.102,0.0656,111.982,277320,4,35.08391,5,0
0.511,0.782,9,-7.934,0,0.057,0.00112,0.000858,0.11,0.538,100.015,237640,4,35.85881,15,0
0.56,0.501,2,-7.984,0,0.0366,0.000776,0.00169,0.149,0.207,125.024,294333,4,21.70332,13,0
0.744,0.406,8,-6.378,0,0.0722,0.113,0.0,0.0316,0.725,89.942,234707,4,24.82177,11,1
0.579,0.727,10,-4.872,1,0.0332,0.0304,1.99e-05,0.172,0.885,170.593,231840,4,40.12834,10,1
0.439,0.181,10,-22.908,1,0.0275,0.718,0.291,0.0827,0.0588,91.997,353653,3,65.0843,15,0
0.697,0.474,9,-6.663,1,0.0351,0.603,0.0,0.11,0.249,127.907,196280,4,31.64728,9,1
0.306,0.854,2,-4.851,1,0.0816,0.0091,4.4e-06,0.096,0.716,167.151,317013,4,32.53775,16,0
0.352,0.962,7,-5.891,1,0.0661,0.000417,0.855,0.29,0.339,182.552,188680,4,40.78927,8,0
0.634,0.529,0,-10.026,1,0.0284,0.784,0.000805,0.0902,0.451,122.015,394840,4,63.07065,13,0
0.662,0.816,2,-7.652,1,0.0869,0.195,0.0,0.0951,0.663,134.971,207373,4,65.58048,5,0
0.512,0.886,4,-5.906,1,0.0402,0.067,0.00159,0.865,0.693,137.764,268191,4,60.95969,11,1
0.754,0.769,6,-4.658,0,0.354,0.0863,0.0,0.0534,0.372,97.012,261773,4,31.05676,13,1
0.687,0.537,10,-7.639,1,0.0305,0.561,0.0,0.107,0.264,120.023,257160,4,71.06697,8,1
0.39,0.879,4,-4.352,1,0.0813,0.0403,7.03e-06,0.376,0.616,206.072,241840,4,38.56483,13,1
0.855,0.681,2,-4.955,1,0.0688,0.0881,3.7e-06,0.0592,0.908,99.699,223293,4,36.86009,10,1
0.486,0.723,6,-2.703,0,0.0296,0.0772,0.0,0.0747,0.502,97.299,220733,4,25.64927,9,0
0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,209107,5,23.28232,11,1
0.705,0.606,7,-7.047,1,0.0243,0.159,0.00149,0.242,0.876,98.001,234640,4,79.20988,10,1
0.6,0.916,11,-3.071,0,0.0374,0.00504,0.0,0.27,0.442,104.091,169640,4,112.87158,5,1
0.828,0.769,6,-9.497,1,0.165,0.41,0.00743,0.0915,0.813,129.988,315960,4,32.24435,16,0
0.572,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,0.765,158.038,219773,4,39.57792,10,1
0.312,0.848,1,-4.073,0,0.0353,0.0546,0.000252,0.202,0.713,189.73,195253,4,27.07034,8,0
0.554,0.606,1,-12.312,1,0.0722,0.578,0.000183,0.11,0.584,93.922,285858,4,22.04164,16,0
0.623,0.417,0,-8.699,1,0.0354,0.296,0.0,0.135,0.721,130.032,191360,4,35.75715,7,1
0.79,0.321,1,-14.585,0,0.0511,0.68,0.787,0.0884,0.5,130.093,487200,4,43.46824,16,0
0.522,0.928,2,-7.818,1,0.0686,5.4e-05,0.000247,0.42,0.483,117.967,314240,4,25.37233,14,0
0.617,0.907,9,-4.983,1,0.0399,0.0597,0.0,0.136,0.666,112.696,231840,4,21.88819,11,1
0.541,0.895,2,-4.884,1,0.0367,0.0163,0.0,0.571,0.657,102.078,242027,4,55.86389,8,1
0.661,0.973,0,-2.994,0,0.037,0.11,1.74e-05,0.617,0.75,108.037,232827,4,37.18034,11,1
0.747,0.552,8,-9.635,1,0.0309,0.603,0.00242,0.108,0.894,110.208,151120,4,40.42273,8,0
0.62,0.929,0,-5.196,1,0.0796,0.00106,0.037,0.0763,0.627,130.031,305773,4,22.19709,13,0
0.524,0.885,7,-5.105,0,0.0484,0.00246,0.0,0.137,0.442,95.05,272547,4,64.61117,9,1
0.579,0.567,2,-5.992,0,0.0288,0.0193,0.0,0.117,0.339,107.979,246333,4,54.04509,10,1
0.751,0.708,0,-5.645,1,0.0545,0.0481,1.83e-05,0.107,0.509,108.97,369573,4,68.87069,15,1
0.779,0.616,11,-8.852,0,0.15,0.00265,8.27e-05,0.339,0.171,160.919,285040,4,27.259,12,1
0.159,0.974,6,-5.133,0,0.1,5.72e-06,0.717,0.322,0.418,199.002,203707,4,57.53818,6,0
0.837,0.736,10,-8.367,0,0.378,0.225,0.0,0.0549,0.905,104.907,234093,4,35.8502,11,1
0.678,0.866,1,-4.341,1,0.048,0.00295,0.0,0.16,0.842,88.041,225573,4,36.54136,11,1
0.337,0.0295,2,-26.308,0,0.0503,0.995,0.934,0.111,0.0387,69.188,100267,5,28.10689,6,0
0.837,0.568,8,-6.899,1,0.0574,0.0514,0.0203,0.0781,0.429,96.899,260027,4,29.93987,10,1
0.666,0.544,11,-7.035,0,0.0303,0.283,0.000801,0.15,0.713,107.335,148307,4,63.19185,6,0
0.499,0.989,1,-3.974,1,0.0651,2.27e-06,0.0112,0.292,0.504,112.649,225613,4,69.78633,10,0
0.0748,0.041,5,-18.582,1,0.0405,0.924,0.948,0.089,0.426,82.531,311560,3,32.15556,13,0
0.845,0.374,5,-13.413,1,0.0653,0.46,0.0,0.0833,0.961,115.036,241059,4,22.7535,11,0
0.318,0.227,6,-18.578,1,0.0719,0.913,0.388,0.453,0.0344,103.974,311640,1,38.7038,15,0
0.407,0.913,7,-6.596,1,0.0646,5.74e-05,0.0255,0.101,0.352,139.909,284813,4,20.47018,13,0
0.827,0.904,0,-4.224,1,0.217,0.0387,0.0,0.0932,0.64,95.193,301933,4,21.61824,14,1
0.512,0.865,7,-4.146,1,0.0338,0.000821,0.0,0.0982,0.529,138.017,222827,4,71.29522,7,1
0.369,0.995,0,-2.584,0,0.12,7.6e-05,0.00589,0.241,0.27,185.985,250253,4,52.77211,11,0
0.655,0.452,1,-8.268,1,0.0363,0.165,0.0,0.327,0.734,135.425,187627,4,60.75735,7,0
0.584,0.7,6,-4.251,1,0.0506,0.512,2.43e-05,0.13,0.549,163.953,234173,4,25.49532,11,1
0.833,0.68,7,-5.408,1,0.227,0.157,0.0,0.189,0.641,98.996,242093,4,43.18103,10,1
0.347,0.244,2,-16.585,1,0.0361,0.906,0.915,0.335,0.211,115.044,326693,4,23.49463,13,0
0.789,0.654,0,-5.284,1,0.118,0.035,1.65e-05,0.0658,0.83,104.993,270884,4,56.4363,12,1
0.355,0.806,8,-3.465,1,0.0768,0.00762,0.0,0.293,0.845,168.397,220387,4,76.26355,9,0
0.483,0.787,4,-5.01,0,0.0301,0.000703,3.35e-06,0.257,0.185,102.374,275173,4,29.94802,12,1
0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,262533,4,25.05419,12,1
0.432,0.458,0,-9.723,1,0.0399,0.23,0.719,0.111,0.232,152.572,257213,3,19.3804,12,0
0.64,0.591,7,-7.441,1,0.32,0.251,0.0,0.665,0.533,83.132,318213,4,24.74359,10,1
0.311,0.744,2,-4.615,0,0.0436,0.00998,0.0,0.0799,0.336,179.076,221480,4,27.38095,9,1
0.456,0.0108,7,-28.383,1,0.0755,0.995,0.961,0.101,0.315,69.457,220733,3,33.89636,14,0
0.571,0.438,2,-7.007,1,0.0279,0.534,1.56e-05,0.187,0.444,145.948,230549,4,36.59481,9,1
0.785,0.582,5,-4.877,0,0.237,0.191,0.0,0.2,0.861,71.774,231360,4,47.51155,9,1
0.695,0.999,1,-4.716,1,0.0662,0.00266,0.00039,0.325,0.442,138.031,231013,4,39.23957,9,0
0.64,0.781,7,-3.155,1,0.0398,0.578,0.0,0.272,0.646,91.02,215600,4,20.65929,9,1
0.568,0.153,1,-19.469,0,0.121,0.867,0.875,0.116,0.447,97.501,348640,3,25.44864,18,0
0.244,0.745,8,-9.581,0,0.0333,1.6e-06,0.879,0.102,0.369,107.993,232173,4,20.22566,14,0
0.243,0.809,4,-6.316,0,0.0479,0.0501,0.0338,0.133,0.444,182.679,434293,3,35.69212,18,0
0.578,0.86,2,-6.011,1,0.0366,0.00582,0.0,0.246,0.512,108.051,216293,4,27.6557,11,1
0.681,0.752,7,-10.531,1,0.0531,0.0124,0.783,0.077,0.323,115.405,323493,4,83.74104,11,0
0.779,0.66,1,-4.854,1,0.17,0.0496,0.0,0.0825,0.526,83.914,243506,4,40.35071,13,1
0.584,0.387,4,-9.401,1,0.0304,0.693,0.0,0.0898,0.244,135.974,279902,3,33.78966,16,0
0.565,0.541,8,-12.178,1,0.0307,0.00629,0.677,0.118,0.242,129.825,339027,4,52.78284,13,0
0.451,0.978,2,-2.358,0,0.179,0.0207,0.000366,0.345,0.702,128.329,228147,4,34.43046,9,0
0.373,0.961,2,-3.16,1,0.0996,3.49e-05,1.46e-05,0.271,0.543,168.131,203573,4,25.04788,11,0
0.367,0.979,1,-2.977,1,0.109,7.04e-06,0.00243,0.242,0.176,170.037,212467,4,63.85846,10,0
0.767,0.759,6,-6.516,1,0.117,0.0513,0.0,0.31,0.677,89.989,213027,4,59.39606,7,1
0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,267093,4,44.68763,11,1
0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,261973,4,37.92118,14,1
0.627,0.81,2,-5.684,1,0.0437,0.0134,0.0,0.109,0.496,122.058,203253,4,38.01014,9,1
0.841,0.584,1,-5.639,1,0.046,0.118,0.0,0.107,0.882,82.005,211427,4,31.70307,8,0
0.523,0.828,1,-4.696,1,0.0762,0.0136,0.000255,0.165,0.476,96.952,214827,4,30.57947,9,1
0.666,0.854,8,-8.442,0,0.0565,0.0044,0.769,0.313,0.748,136.954,215246,4,31.13743,12,1
0.58,0.983,5,-3.291,0,0.0636,0.00043,0.00694,0.0801,0.416,110.053,188933,4,34.92516,7,1
0.553,0.906,8,-1.909,0,0.0418,0.00526,5.78e-06,0.123,0.813,135.906,191440,4,55.62674,7,0
0.64,0.762,9,-4.358,1,0.0275,0.0432,5.28e-05,0.331,0.545,113.014,214107,4,65.02078,11,1
0.416,0.704,1,-7.889,0,0.0367,0.781,0.239,0.102,0.788,169.983,164387,4,25.53581,9,0
0.774,0.75,11,-4.927,0,0.0413,0.0021,1.85e-05,0.0808,0.925,118.015,197987,4,24.00266,9,1
0.558,0.957,10,-3.999,0,0.0488,0.0376,0.868,0.231,0.683,124.978,292547,4,29.79587,10,0
0.529,0.496,7,-9.007,1,0.029,0.173,0.0,0.251,0.278,136.859,250547,4,43.09482,12,1
0.835,0.153,0,-10.96,0,0.0436,0.831,4.07e-05,0.0748,0.786,99.022,179427,4,20.09759,11,0
0.592,0.554,7,-8.496,1,0.0413,0.461,0.0,0.663,0.73,136.888,149995,4,67.87275,6,0
0.633,0.891,0,-6.345,1,0.0677,0.351,0.000451,0.0974,0.911,114.378,181027,4,70.83458,8,0
0.465,0.242,9,-10.46,1,0.0298,0.955,0.0223,0.126,0.315,102.812,284862,4,35.07251,14,0
0.748,0.939,0,-4.288,0,0.0341,0.0534,0.0,0.32,0.96,104.001,198067,4,19.29426,9,1
0.494,0.939,1,-3.127,1,0.126,0.00666,0.0,0.139,0.893,177.751,175093,4,15.89251,11,1
0.837,0.885,6,-3.914,0,0.182,0.103,0.0,0.0666,0.694,95.313,253720,4,17.6779,12,1
0.323,0.953,9,-4.278,1,0.0617,1.62e-05,0.377,0.0524,0.576,184.884,147200,4,21.98975,8,0
0.667,0.627,6,-10.488,0,0.0654,0.0972,5.19e-05,0.111,0.784,186.081,232560,4,40.87045,10,1
0.691,0.389,6,-10.125,1,0.0653,0.255,0.0,0.0981,0.437,122.219,233840,4,81.77735,7,1
0.297,0.0773,2,-23.839,1,0.062,0.951,0.000217,0.121,0.401,75.916,275560,4,37.51903,11,0
0.39,0.601,7,-8.236,0,0.0291,0.0313,0.947,0.119,0.439,116.122,223627,4,39.84092,11,0
0.539,0.74,0,-5.566,0,0.049,0.194,0.0,0.076,0.675,170.054,217160,4,24.95471,13,1
0.741,0.626,1,-4.826,0,0.0886,0.02,0.0,0.0828,0.706,108.029,188493,4,41.18681,10,1
0.447,0.247,5,-14.661,0,0.0346,0.871,0.814,0.0946,0.25,155.489,176880,3,33.18083,9,0
0.55,0.415,9,-6.557,0,0.052,0.161,0.0,0.108,0.274,172.065,205463,4,44.89147,9,1
0.502,0.648,0,-5.698,0,0.0527,0.00513,0.0,0.204,0.291,91.837,193043,4,29.52521,7,0
0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517,144244,4,24.99199,8,1
0.482,0.873,0,-3.145,1,0.0853,0.0111,0.0,0.409,0.737,165.084,214320,4,32.17301,12,1
0.533,0.935,0,-3.704,1,0.128,0.0139,0.0,0.168,0.481,140.092,262493,4,21.0451,14,0
0.736,0.522,2,-8.02,1,0.116,0.0299,0.0,0.108,0.369,97.547,200387,4,60.21027,10,1
0.166,0.985,7,-2.886,1,0.17,0.00183,0.0142,0.958,0.139,174.725,252787,4,31.23583,11,0
0.387,0.773,8,-5.685,1,0.17,0.098,0.0,0.209,0.368,78.629,254120,4,23.30245,9,1
0.507,0.372,1,-8.433,1,0.0303,0.481,0.0,0.271,0.257,86.422,199693,4,36.66287,10,1
0.64,0.844,2,-8.412,0,0.0374,0.395,0.933,0.0827,0.364,119.042,352247,4,80.60317,13,0
0.245,0.0935,5,-19.343,1,0.0373,0.748,0.254,0.0963,0.107,124.385,222787,4,20.536,12,0
0.438,0.919,0,-2.91,0,0.0495,0.00674,0.0,0.158,0.195,151.026,225813,4,34.01444,8,1
0.32,0.99,1,-2.454,1,0.344,0.00902,0.00032,0.107,0.0424,178.107,232541,4,41.48721,14,0
0.891,0.625,2,-7.861,1,0.0558,0.00261,0.000176,0.0504,0.548,134.967,267067,4,69.38968,8,1
0.769,0.611,8,-2.85,1,0.039,0.098,0.0,0.221,0.0901,144.037,243333,4,38.21223,12,1
0.417,0.806,5,-5.339,0,0.16,0.0703,0.00637,0.0841,0.545,127.887,226773,4,14.73978,10,1
0.459,0.899,2,-2.978,1,0.21,0.0038,0.0,0.126,0.437,176.384,272417,4,30.26082,10,1
0.634,0.88,1,-1.714,1,0.293,0.169,0.0,0.474,0.548,150.959,119249,4,37.52226,5,0
0.48,0.548,0,-9.119,1,0.0328,0.627,0.00502,0.205,0.322,90.109,224853,4,24.45777,9,0
0.526,0.228,0,-12.975,0,0.0542,0.975,0.903,0.106,0.239,143.295,241496,4,40.78298,9,0
0.742,0.853,9,-4.147,1,0.0393,0.00743,4.79e-06,0.332,0.95,107.03,208280,4,43.42073,10,1
0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,219043,4,31.44339,10,1
0.481,0.199,7,-14.253,1,0.0326,0.949,0.618,0.12,0.147,127.996,229500,4,47.06457,8,0
0.464,0.766,7,-5.298,1,0.041,0.000122,0.0275,0.544,0.335,130.458,212173,5,105.47915,6,0
0.429,0.924,11,-6.456,0,0.135,0.00136,9.78e-06,0.345,0.209,180.033,241583,4,62.60494,12,0
0.241,0.0553,3,-23.605,1,0.0336,0.926,0.93,0.108,0.0643,135.859,161442,1,22.19678,11,0
0.512,0.532,0,-3.28,1,0.0301,0.475,0.0,0.0993,0.256,147.473,219267,4,33.96792,9,1
0.615,0.648,5,-3.792,0,0.22,0.0411,0.0,0.277,0.26,169.912,223147,4,59.76709,9,1
0.142,0.013,7,-33.299,1,0.0428,0.984,0.909,0.0994,0.0708,72.917,175132,4,55.05616,7,0
0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953,4,27.06075,9,1
0.839,0.705,5,-5.194,0,0.0445,0.0184,1.77e-05,0.102,0.575,119.954,242520,4,25.02456,11,1
0.654,0.866,6,-4.332,0,0.286,0.00155,5.38e-06,0.0928,0.669,87.525,299333,4,22.25047,15,1
0.329,0.933,1,-4.336,1,0.0552,3.47e-06,4.09e-06,0.059,0.261,104.676,203960,4,29.48355,11,0
0.7,0.709,7,-5.006,1,0.0839,0.0048,0.0,0.0289,0.625,122.019,202960,4,23.8094,8,1
0.385,0.808,7,-6.67,1,0.045,0.0629,0.0,0.33,0.546,129.22,319240,4,32.15759,8,1
0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946,238587,4,27.10088,13,1
0.358,0.818,1,-7.365,0,0.059,8.06e-05,0.000752,0.145,0.424,90.038,205320,4,32.36458,8,0
0.733,0.612,3,-5.777,0,0.109,0.0478,0.000784,0.161,0.553,149.999,228853,4,39.10846,11,1
0.712,0.655,6,-5.323,0,0.0686,0.592,0.0,0.122,0.721,94.991,189467,4,41.38748,6,0
0.214,0.832,6,-6.645,1,0.0507,0.284,2.33e-05,0.546,0.23,74.541,226086,4,71.18209,8,0
0.834,0.731,11,-4.439,0,0.266,0.115,0.000268,0.368,0.828,121.93,190143,4,33.27024,6,0
0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,4,36.04713,8,1
0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360,4,25.16103,9,1
0.649,0.652,8,-13.641,1,0.0382,0.00145,0.548,0.0574,0.471,108.002,331676,4,58.93916,13,0
0.233,0.925,6,-9.545,1,0.094,5.42e-06,0.921,0.265,0.172,135.497,165449,4,57.54756,6,0
0.925,0.397,5,-11.265,1,0.169,0.0889,5.12e-05,0.144,0.429,130.008,132923,4,51.23142,6,1
0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,189907,4,19.54918,8,1
0.585,0.709,8,-6.072,1,0.319,0.409,0.0,0.183,0.21,111.913,249450,4,86.81431,8,1
0.567,0.542,2,-6.64,1,0.0309,0.309,0.000342,0.0734,0.229,125.16,253869,4,43.12072,11,0
0.636,0.565,1,-9.194,1,0.0311,0.00437,0.276,0.376,0.53,87.993,197538,4,21.52928,11,0
0.701,0.731,11,-4.528,0,0.213,0.0355,0.0,0.389,0.36,90.015,181347,4,25.3835,8,0
0.456,0.637,6,-4.773,1,0.0354,0.0171,0.0,0.194,0.436,155.95,209453,4,24.18304,11,1
0.114,0.879,10,-5.71,0,0.0766,4.12e-05,0.0864,0.0842,0.213,68.509,355613,4,121.99333,13,0
0.343,0.978,6,-5.064,1,0.164,7.74e-06,2.86e-06,0.374,0.0832,120.629,95547,1,23.46464,5,0
0.564,0.318,0,-13.652,1,0.0616,0.899,0.96,0.0858,0.742,170.707,182000,4,37.20096,8,0
0.773,0.736,9,-5.589,1,0.0383,0.0335,0.0184,0.104,0.212,127.056,184000,4,31.45369,7,1
0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034,158805,4,27.8013,8,1
0.627,0.717,8,-5.751,0,0.0376,0.017,0.0,0.261,0.561,105.05,247427,4,47.15061,10,1
0.82,0.38,0,-7.989,0,0.0502,0.416,2.53e-05,0.0952,0.647,95.004,245864,4,22.23884,4,0
0.542,0.721,1,-5.136,0,0.0625,0.147,0.0,0.348,0.623,149.831,231360,4,78.44418,9,1
0.313,0.845,1,-11.631,1,0.0849,0.0012,0.869,0.11,0.0555,124.991,193453,4,57.06341,5,0
0.66,0.539,9,-5.947,0,0.324,0.0534,0.0,0.222,0.307,109.318,293613,5,39.90831,14,1
0.573,0.276,10,-8.073,1,0.0397,0.651,0.0,0.0909,0.442,81.898,194947,4,36.36464,8,0
0.341,0.659,2,-5.419,1,0.0357,0.442,0.0,0.096,0.269,79.987,240240,4,25.29826,14,1
0.591,0.91,8,-4.593,1,0.0882,0.00492,0.0,0.0525,0.655,135.024,271053,4,42.75408,14,1
0.672,0.594,9,-7.348,1,0.0312,0.0206,6.4e-06,0.191,0.817,122.374,220147,4,21.09708,13,0
0.72,0.763,9,-4.068,0,0.0523,0.406,0.0,0.18,0.742,101.965,251088,4,36.52339,12,1
0.286,0.00486,3,-28.462,1,0.0381,0.994,0.839,0.0965,0.0323,72.179,52013,4,15.26394,3,0
0.529,0.445,5,-7.156,1,0.0275,0.67,0.032,0.106,0.179,124.166,448093,4,25.91926,14,1
0.475,0.942,1,-4.287,0,0.139,0.00141,0.0797,0.0939,0.178,80.356,255400,4,54.87165,12,0
0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040,4,27.82757,8,1
0.492,0.712,9,-7.278,0,0.691,0.564,9.1e-05,0.357,0.23,137.453,164083,3,31.63572,10,1
0.684,0.854,5,-5.499,1,0.0544,0.00911,0.797,0.0796,0.517,155.044,307383,4,25.20239,13,0
0.447,0.0824,8,-19.868,1,0.0608,0.994,0.912,0.154,0.154,78.169,132450,3,75.15704,6,0
0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,201788,4,40.891,9,1
0.46,0.256,5,-9.276,1,0.0393,0.715,0.0,0.353,0.288,152.985,194227,4,25.96778,9,0
0.674,0.578,10,-8.768,0,0.298,0.0518,0.0055,0.72,0.163,112.265,170240,5,29.04994,5,1
0.59,0.908,8,-3.789,1,0.084,0.285,0.0,0.36,0.874,160.028,217840,4,39.40916,10,1
0.248,0.911,4,-10.493,0,0.0748,4.65e-06,0.859,0.135,0.16,170.169,276453,4,29.50836,16,0
0.277,0.441,0,-9.054,1,0.0364,0.285,5.35e-06,0.0763,0.135,96.848,183253,4,26.27623,7,0
0.225,0.712,5,-5.141,1,0.0475,0.000954,0.526,0.1,0.0488,120.032,322402,4,24.53826,14,0
0.697,0.82,1,-5.108,1,0.0575,0.0888,0.0,0.143,0.655,104.022,180813,4,45.04236,7,1
0.556,0.729,2,-8.553,1,0.0662,0.531,0.148,0.15,0.786,120.004,207137,4,65.59518,9,0
0.349,0.959,10,-3.854,1,0.057,2.4e-05,0.75,0.358,0.257,94.977,184547,4,65.36389,8,0
0.779,0.767,11,-5.462,0,0.258,0.00214,0.0,0.102,0.523,91.981,154565,4,24.16304,8,1
0.736,0.604,1,-7.357,0,0.222,0.0652,6.43e-05,0.124,0.574,155.007,264532,4,25.5782,17,1
0.348,0.717,4,-5.634,1,0.0882,0.311,0.0,0.0786,0.28,66.21,416778,4,67.14784,13,1
0.542,0.498,7,-12.2,1,0.0405,0.918,1.69e-06,0.217,0.817,94.899,222667,4,36.66673,13,0
0.309,0.0432,0,-24.131,1,0.0542,0.995,0.951,0.0752,0.102,74.74,457093,4,32.04847,22,0
0.689,0.377,1,-8.761,1,0.0397,0.285,0.0,0.268,0.294,143.946,210738,4,40.20837,9,1
0.158,0.957,10,-8.401,0,0.113,9.36e-05,0.122,0.971,0.213,181.493,280733,4,25.22299,10,0
0.65,0.782,8,-4.295,1,0.0721,0.295,0.0,0.107,0.944,171.988,176893,4,37.32713,9,1
0.574,0.329,1,-6.829,1,0.0274,0.22,0.0,0.0986,0.356,130.993,237933,4,37.90808,11,1
0.936,0.559,7,-8.587,0,0.157,0.479,0.0,0.128,0.527,112.347,241440,4,30.46901,13,1
0.658,0.591,9,-5.197,1,0.0309,0.00959,5.27e-06,0.325,0.326,114.078,323747,4,33.29438,12,1
0.884,0.698,0,-9.101,1,0.364,0.0405,0.0,0.195,0.575,140.068,191938,4,24.50269,8,1
0.62,0.971,1,-4.819,1,0.0616,0.000644,0.78,0.177,0.483,134.988,355556,5,86.22886,13,0
0.727,0.937,11,-2.871,0,0.287,0.00417,0.0,0.091,0.749,132.067,219493,4,39.55134,8,1
0.706,0.358,6,-8.331,1,0.0348,0.677,0.0,0.107,0.478,75.991,186240,4,34.99264,11,1
0.646,0.781,1,-4.616,1,0.0313,0.208,0.0,0.125,0.565,94.975,169920,4,30.49802,7,1
0.622,0.932,11,-4.66,0,0.0498,0.105,2.37e-06,0.328,0.519,108.051,176160,4,19.24895,7,1
0.798,0.629,11,-6.857,0,0.0735,0.00474,2.17e-05,0.324,0.4,130.0,284373,4,30.48537,14,1
0.28,0.9,3,-8.375,0,0.0554,0.000106,1.07e-06,0.474,0.49,95.092,259520,4,27.86171,12,0
0.707,0.474,2,-10.037,1,0.0431,0.0429,0.0,0.0546,0.715,113.654,220893,4,27.32509,11,0
0.649,0.453,6,-7.28,1,0.085,0.627,0.0,0.116,0.431,99.183,181891,4,77.08385,5,1
0.505,0.61,11,-7.019,1,0.0446,0.00663,1.99e-06,0.104,0.273,147.896,163749,4,19.49234,7,0
0.592,0.747,8,-4.439,0,0.135,0.0181,0.0,0.0752,0.704,83.929,200133,4,39.12679,9,1
0.364,0.503,6,-18.607,1,0.346,0.406,0.9,0.122,0.422,95.718,208040,4,55.82411,8,0
0.594,0.637,9,-5.634,0,0.0826,0.0641,0.0,0.0856,0.268,88.817,189200,4,22.39088,9,0
0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053,213132,4,27.89104,9,1
0.36,0.907,2,-4.111,1,0.0949,0.000587,0.0,0.183,0.277,139.949,310988,4,133.65366,8,0
0.56,0.927,7,-4.671,1,0.0466,0.00269,6.67e-05,0.0888,0.459,110.063,184581,4,35.67346,10,0
0.516,0.958,9,-3.439,0,0.128,0.00672,0.0342,0.0679,0.484,104.717,232520,4,41.39266,12,0
0.488,0.51,7,-8.367,1,0.026,0.0233,0.15,0.143,0.368,104.959,219429,4,25.76391,9,0
0.787,0.666,11,-4.475,1,0.0485,0.0409,1.91e-05,0.296,0.485,140.008,219027,4,84.06304,6,1
0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373,4,100.10832,6,1
0.165,0.977,1,-8.826,1,0.133,5.52e-05,0.54,0.879,0.0522,96.78,449493,4,76.95248,17,0
0.478,0.906,0,-6.781,0,0.0419,0.0962,0.919,0.115,0.59,140.021,136892,4,47.9351,6,0
0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75e-06,0.109,0.039,105.955,215364,4,21.54834,12,1
0.848,0.595,0,-6.538,1,0.251,0.0554,2.64e-06,0.11,0.473,140.002,236640,4,57.05352,13,0
0.521,0.831,7,-6.046,1,0.0638,0.000389,0.00123,0.0992,0.261,130.032,233093,4,43.25034,9,0
0.457,0.938,3,-4.557,1,0.0836,0.00391,9.94e-06,0.145,0.467,136.072,205320,4,42.97476,7,0
0.552,0.893,0,-4.593,1,0.0383,0.0158,0.0,0.105,0.777,163.948,189467,4,35.70753,10,1
0.9,0.806,1,-4.816,1,0.246,0.159,0.00971,0.0811,0.671,123.038,174043,4,62.95402,8,0
0.524,0.879,1,-4.403,1,0.0972,0.000204,0.0,0.134,0.61,96.039,251309,4,83.35424,9,0
0.507,0.833,9,-6.234,1,0.0603,0.007,0.157,0.0808,0.198,127.611,258462,4,29.55778,8,0
0.557,0.406,4,-7.083,1,0.0278,0.742,0.0,0.113,0.222,131.96,227760,4,32.97309,10,1
0.639,0.452,4,-11.939,1,0.0966,0.242,0.0611,0.12,0.469,78.999,251080,4,101.31662,8,0
0.762,0.508,3,-9.112,1,0.0919,0.0584,0.00126,0.16,0.37,93.51,302347,4,52.38595,13,1
0.717,0.862,8,-4.736,1,0.054,0.00689,0.0,0.321,0.52,130.021,224933,4,45.05436,12,1
